comparison_type,config,cpu_model_name,gpu_model_name,gpu_validation_pr_auc,gpu_test_pr_auc,gpu_test_roc_auc,gpu_training_time_seconds,cpu_validation_pr_auc,cpu_test_pr_auc,cpu_test_roc_auc,cpu_training_time_seconds,gpu_cpu_speedup,logistic_validation_pr_auc,logistic_test_pr_auc,logistic_test_roc_auc,logistic_test_precision_at_100,logistic_test_recall_at_100,logistic_test_precision_at_500,logistic_test_recall_at_500,gpu_test_precision_at_100,gpu_test_recall_at_100,gpu_test_precision_at_500,gpu_test_recall_at_500
cpu_gpu_matching_config,medium_spw_1,xgboost_cpu_medium_spw_1,xgboost_gpu_medium_spw_1,0.02224446747918448,0.06085953469523722,0.8705246602281942,2.7296467999985907,0.0246967200351481,0.0518937659740748,0.8756595790963154,7.482931999999892,2.741355401733204,,,,,,,,,,,
cpu_gpu_matching_config,medium_spw_sqrt,xgboost_cpu_medium_spw_sqrt,xgboost_gpu_medium_spw_sqrt,0.01661108974561317,0.03824305567920892,0.8628766636314711,2.8229773999992176,0.0192316792347307,0.0492523451400064,0.8565571344109483,7.820533699999942,2.7703139600062365,,,,,,,,,,,
cpu_gpu_matching_config,medium_spw_ratio,xgboost_cpu_medium_spw_ratio,xgboost_gpu_medium_spw_ratio,0.013111842771875677,0.026862480781169103,0.8228254751768946,3.036773900001208,0.014509466719722,0.0273909158013716,0.819082781546546,7.824327999999696,2.576526359106479,,,,,,,,,,,
cpu_gpu_matching_config,medium_spw_ratio_mds1,xgboost_cpu_medium_spw_ratio_mds1,xgboost_gpu_medium_spw_ratio_mds1,0.024310168117348655,0.032319098745377764,0.8039638637585581,2.828796699999657,0.0341218585800143,0.0264682634215917,0.8117437962663074,6.820242699999653,2.4110048983019814,,,,,,,,,,,
cpu_gpu_matching_config,heavy_spw_ratio_mds1,xgboost_cpu_heavy_spw_ratio_mds1,xgboost_gpu_heavy_spw_ratio_mds1,0.017065253744822696,0.03754991812049651,0.8413330697294015,8.823119000000588,0.0155763343147849,0.030249559806414,0.8520796180314734,17.391155600000275,1.9710893166009793,,,,,,,,,,,
best_model_quality,logistic_vs_best_gpu,,xgboost_gpu_medium_spw_ratio_mds1,0.024310168117348655,0.032319098745377764,0.8039638637585581,,,,,,,0.0177568969749369,0.0133786183795272,0.8526622791613859,0.04,0.0701754385964912,0.014,0.1228070175438596,0.05,0.08771929824561403,0.014,0.12280701754385964
